"Name","id","Source","Phone","Website/Social Media","Category","Latitude","Longitude","Address","Status","Pickup Offered","Delivery Offered","Notes","Hours","Delivery Apps","MWBE","Black Owned Business","Instagram","Sub-Category","Outdoor Dining","Indoor Dining","Order Website","Last Updated","Created time","Delivery/Pickup Notes","Owners","Images","Email","Special Accommodation Hours"
"CakeBurgers",3504,"UGC website","646-799-9507","https://www.cakeburgers.com/","Restaurants/Bars",40.798335,-73.933297,"400 East 120th Street, New York, NY 10035 ","Open","Yes","Yes","
","Monday-Friday 10 a.m.-8 p.m., Saturday11 a.m.-8 p.m.
","### [GRUBHUB](https://www.grubhub.com/restaurant/cakeburgers-400-e-120th-st-new-york/1237403)

",true,,"https://www.instagram.com/cake_burgers/","Restaurant/Bar","no","n/a","### [GRUBHUB](https://www.grubhub.com/restaurant/cakeburgers-400-e-120th-st-new-york/1237403)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Cantina Central Harlem",3505,"Instagram","(313) 437-1431",,"Restaurants/Bars",40.808945,-73.945051,"329 Malcolm X Boulevard, New York, NY 10027 ","Open","Yes","Yes","
","Monday-Sunday 3pm-10pm
","[cantinany](http://cantinany.com/), [doordash](https://www.doordash.com/store/cantina-taqueria-new-york-946460/?utm_campaign=gpa), [seamless](https://www.seamless.com/menu/cantina-taqueria--tequila-bar-1838-7th-ave-new-york/514515?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [ubereats](https://www.ubereats.com/new-york/food-delivery/cantina-taqueria/FvRSXO84Sm-u2807vYQUJQ/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [grubhub](https://www.grubhub.com/restaurant/cantina-taqueria--tequila-bar-1838-7th-ave-new-york/514515?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)
",,,"https://www.instagram.com/cantinaonlenox/","Restaurant/Bar","yes","yes","[cantinany](http://cantinany.com/), [doordash](https://www.doordash.com/store/cantina-taqueria-new-york-946460/?utm_campaign=gpa), [seamless](https://www.seamless.com/menu/cantina-taqueria--tequila-bar-1838-7th-ave-new-york/514515?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [ubereats](https://www.ubereats.com/new-york/food-delivery/cantina-taqueria/FvRSXO84Sm-u2807vYQUJQ/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [grubhub](https://www.grubhub.com/restaurant/cantina-taqueria--tequila-bar-1838-7th-ave-new-york/514515?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)
","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Cantina Central Park North",3506,"UGC website","833-NY-TACOS",,"Restaurants/Bars",40.80038,-73.955061,"1838 Adam Clayton Powell Boulevard, New York, NY 10026 ","Open","Yes","Yes","
","Monday-Sunday 3pm-10pm
","[cantinany](http://cantinany.com/), [doordash](https://www.doordash.com/store/cantina-taqueria-new-york-946460/?utm_campaign=gpa), [seamless](https://www.seamless.com/menu/cantina-taqueria--tequila-bar-1838-7th-ave-new-york/514515?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [ubereats](https://www.ubereats.com/new-york/food-delivery/cantina-taqueria/FvRSXO84Sm-u2807vYQUJQ/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [grubhub](https://www.grubhub.com/restaurant/cantina-taqueria--tequila-bar-1838-7th-ave-new-york/514515?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)
",,,"https://www.instagram.com/cantinanyc/","Restaurant/Bar","no",,"[cantinany](http://cantinany.com/), [doordash](https://www.doordash.com/store/cantina-taqueria-new-york-946460/?utm_campaign=gpa), [seamless](https://www.seamless.com/menu/cantina-taqueria--tequila-bar-1838-7th-ave-new-york/514515?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [ubereats](https://www.ubereats.com/new-york/food-delivery/cantina-taqueria/FvRSXO84Sm-u2807vYQUJQ/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [grubhub](https://www.grubhub.com/restaurant/cantina-taqueria--tequila-bar-1838-7th-ave-new-york/514515?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)
","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Capri Bakery",3507,"UGC website","(212) 410-1876",,"Restaurants/Bars",40.797908,-73.940399,"186 East 116th Street, New York, NY 10029 ","Open","Yes","No","in-house, grubhub, delivery.com, uber eats, every order gets a free canned soda
","Monday-Sunday 7 a.m.-8 p.m
",,true,,"https://www.instagram.com/116capribakery/","Restaurant/Bar","no","n/a",,"2020-10-13","2020-06-15T20:53:30.000Z",,,,,
"Cascalote Latin Bistro",3508,"Instagram","(646) 351-6574",,"Restaurants/Bars",40.792681,-73.940623,"2126 Second Avenue, New York, NY 10029 ","Open","Yes","Yes","
","Thursday 4-9 .p.m., Friday-Saturday 2pm-9pm, Sunday 2pm-8pm
","### [in-house](https://cascalotenyc.com/), [GRUBHUB](https://www.grubhub.com/restaurant/cascalote-latin-bistro-2126-2nd-ave-new-york/297611)

",true,,"https://www.instagram.com/cascalotelatinbistro/","Restaurant/Bar","yes","yes","### [in-house](https://cascalotenyc.com/), [GRUBHUB](https://www.grubhub.com/restaurant/cascalote-latin-bistro-2126-2nd-ave-new-york/297611)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Champignon Cafe",3509,"UGC website","212-987-1700","https://www.champignoncafe.com/","Restaurants/Bars",40.787337,-73.953721,"1389 Madison Avenue, New York, NY 10029 ","Open","Yes","Yes","
","Monday- Friday 7am-9pm, Saturday-Sunday 7am-7pm
","### [IN-HOUSE](https://www.champignoncafe.com/order-online/)

",,,"https://www.instagram.com/champignon.cafe/","Restaurant/Bar","no",,"### [IN-HOUSE](https://www.champignoncafe.com/order-online/)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Charles Panfried Chicken",3510,"UGC website","212-281-1800",,"Restaurants/Bars",40.814599,-73.948276,"2461 Frederick Douglass Boulevard, New York, NY 10027 ","Open","Yes","Yes","
","Monday-Saturday 10am-1am, Sunday 12pm-6pm
","###  [DOORDASH](https://www.doordash.com/store/charles-pan-fried-chicken-restaurant-new-york-222451/en-US)

",true,true,"https://www.instagram.com/charlespanfriedchickenofharlem/","Restaurant/Bar","no",,"###  [DOORDASH](https://www.doordash.com/store/charles-pan-fried-chicken-restaurant-new-york-222451/en-US)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Charlie's Place Sushi",3511,"UGC Website","212-410-0277",,"Restaurants/Bars",40.806204,-73.940582,"1960 Madison Avenue, New York, NY 10035 ","Open","Yes","Yes","
","Monday-Friday  11 a.m.-7:30 p.m., Saturday 11 a.m.-7 p.m.
","### IN-HOUSE, [DOORDASH](https://www.doordash.com/store/charlie-s-place-new-york-134095/en-US)

",true,,"https://www.instagram.com/charliesplacesushi/","Restaurant/Bar","no",,"### IN-HOUSE, [DOORDASH](https://www.doordash.com/store/charlie-s-place-new-york-134095/en-US)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Chez Alain",3512,"UGC website","212-678-7600","https://www.chezalainrestaurant.com/#/","Restaurants/Bars",40.807424,-73.9499,"2046 Adam Clayton Powell Boulevard, New York, NY 10027 ","Open","Yes","Yes","
","Tuesday-Sunday 1pm-11pm
","[In House](https://www.chezalainrestaurant.com/#/)
",true,true,,"Restaurant/Bar","no",,"[In House](https://www.chezalainrestaurant.com/#/)
","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Chocolat",3513,"UGC Website","212-222-4545","https://www.chocolatharlem.com/donate-here/","Restaurants/Bars",40.806799,-73.95394,"2223 Frederick Douglass Boulevard, New York, NY 10026 ","Open","Yes","Yes","
","Monday-Sunday 12pm-8pm
","### [GRUBHUB](https://www.grubhub.com/restaurant/chocolat-2223-frederick-douglass-blvd-new-york/554360?gclid=EAIaIQobChMIg8CLpM2z6AIVhZOzCh1NTQ_CEAAYAiAAEgKgB_D_BwE&gclsrc=aw.ds), [POSTMATES](https://postmates.com/merchant/chocolat-restaurant-lounge-new-york), [DOORDASH](https://www.doordash.com/store/chocolat-restaurant-lounge-new-york-173826/en-US)

",true,true,"https://www.instagram.com/chocolatharlem/","Restaurant/Bar","yes","no","### [GRUBHUB](https://www.grubhub.com/restaurant/chocolat-2223-frederick-douglass-blvd-new-york/554360?gclid=EAIaIQobChMIg8CLpM2z6AIVhZOzCh1NTQ_CEAAYAiAAEgKgB_D_BwE&gclsrc=aw.ds), [POSTMATES](https://postmates.com/merchant/chocolat-restaurant-lounge-new-york), [DOORDASH](https://www.doordash.com/store/chocolat-restaurant-lounge-new-york-173826/en-US)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Chu Ros Thai",3514,"UGC website","917-265-8432","https://churosthainyc.com/","Restaurants/Bars",40.789283,-73.948734,"1590 Lexington Avenue, New York, NY 10029 ","Open","Yes","Yes","
","Monday- Sunday 11:30am-10pm
","###  IN-HOUSE, [GRUBHUB](https://www.grubhub.com/restaurant/chu-ros-thai-1590-lexington-ave-new-york/1113083), [POSTMATES](https://postmates.com/merchant/chu-ros-thai-new-york), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/chu-ros-thai/ZPKEBTNhTBKQmcPVToyEJw), [CAVIAR](https://www.trycaviar.com/m/churos-thai-11955?gclid=EAIaIQobChMI_9eTxPed6AIVDoeGCh1K3AZREAAYASAAEgJngvD_BwE&mkwid=sPPKwKu7O&pcrid=357932534385&pdv=c&pgrid=72701102379&pkw=%2Bchu-ros%20%2Bthai&pmt=b&ptaid=kwd-773939069450&slid=&utm_campaign=restaurant&utm_content=357932534385&utm_matchtype=b&utm_medium=paid_search&utm_mobile=n&utm_network=g&utm_placement=&utm_source=google&utm_term=%2Bchu-ros%20%2Bthai), [EZ CATER](https://www.ezcater.com/catering/chu-ros-thai-new-york)

",true,,"https://www.instagram.com/churosthainyc/","Restaurant/Bar","no","n/a","###  IN-HOUSE, [GRUBHUB](https://www.grubhub.com/restaurant/chu-ros-thai-1590-lexington-ave-new-york/1113083), [POSTMATES](https://postmates.com/merchant/chu-ros-thai-new-york), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/chu-ros-thai/ZPKEBTNhTBKQmcPVToyEJw), [CAVIAR](https://www.trycaviar.com/m/churos-thai-11955?gclid=EAIaIQobChMI_9eTxPed6AIVDoeGCh1K3AZREAAYASAAEgJngvD_BwE&mkwid=sPPKwKu7O&pcrid=357932534385&pdv=c&pgrid=72701102379&pkw=%2Bchu-ros%20%2Bthai&pmt=b&ptaid=kwd-773939069450&slid=&utm_campaign=restaurant&utm_content=357932534385&utm_matchtype=b&utm_medium=paid_search&utm_mobile=n&utm_network=g&utm_placement=&utm_source=google&utm_term=%2Bchu-ros%20%2Bthai), [EZ CATER](https://www.ezcater.com/catering/chu-ros-thai-new-york)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Clay",3515,"UGC Website","212-729-1850","https://www.claynyc.com/","Restaurants/Bars",40.809469,-73.953883,"553 Manhattan Avenue, New York, NY 10027","Open","Yes","Yes","
","Sunday-Wednesday 5-9 p.m., Thursday-Saturday 5-9:30 p.m.
","###  [IN-HOUSE](https://www.claynyc.com/)

",,,"https://www.instagram.com/clayrestaurantnyc/","Restaurant/Bar","yes","yes","###  [IN-HOUSE](https://www.claynyc.com/)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Clove Indian",3516,"Restaurant","646-918-6644","https://cloveindiancuisine.com/","Restaurants/Bars",40.821318,-73.950854,"1592 Amsterdam Avenue, New York, NY 10031 ","Open","Yes","Yes","Outdoors is heated

","Monday-Sunday 11am-10:30pm
","### [UBEREATS](https://www.ubereats.com/new-york/food-delivery/clove-indian-restaurant-%26-bar/YxMvvcxXSIyj1k7pQqf69w/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [GRUBHUB](https://www.grubhub.com/restaurant/clove-1592-amsterdam-ave-new-york/308759?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [DELIVERY](https://www.delivery.com/cities/nyc/categories/restaurant/clove-indian-restaurant-and-bar), [POSTMATES](https://postmates.com/merchant/e2c666c2-806d-4240-a757-2c5faad9932d), [SEAMLESS](https://www.seamless.com/menu/clove-1592-amsterdam-ave-new-york/308759?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)

",,,"https://www.instagram.com/cloveindianrestaurant/","Restaurant/Bar","yes","yes","### [UBEREATS](https://www.ubereats.com/new-york/food-delivery/clove-indian-restaurant-%26-bar/YxMvvcxXSIyj1k7pQqf69w/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [GRUBHUB](https://www.grubhub.com/restaurant/clove-1592-amsterdam-ave-new-york/308759?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [DELIVERY](https://www.delivery.com/cities/nyc/categories/restaurant/clove-indian-restaurant-and-bar), [POSTMATES](https://postmates.com/merchant/e2c666c2-806d-4240-a757-2c5faad9932d), [SEAMLESS](https://www.seamless.com/menu/clove-1592-amsterdam-ave-new-york/308759?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)

","2020-10-29","2020-06-15T20:53:30.000Z","
",,,,
"Common Good",3517,"AH","917-261-6996","https://www.commongoodharlem.com/shop","Restaurants/Bars",40.82541,-73.940435,"2801 Frederick Douglass Boulevard, New York, NY 10039 ","Open","Yes","Yes",,"Monday-Friday 7:30-4 p.m., Saturday-Sunday 9 a.m.-4 p.m.	

","### [seamless](https://www.seamless.com/menu/common-good-harlem-2801-frederick-douglass-blvd-new-york/2211749?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [grubhub](https://www.grubhub.com/restaurant/common-good-harlem-2801-frederick-douglass-blvd-new-york/2211749?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)

",,,"https://www.instagram.com/commongoodharlem/","Restaurant/Bar","yes","no","### [seamless](https://www.seamless.com/menu/common-good-harlem-2801-frederick-douglass-blvd-new-york/2211749?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [grubhub](https://www.grubhub.com/restaurant/common-good-harlem-2801-frederick-douglass-blvd-new-york/2211749?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Corner Social",3518,"CK","212-510-8552","https://cornersocialnyc.com/","Restaurants/Bars",40.808732,-73.945278,"321 Malcolm X Boulevard, New York, NY 10027 ","Open","Yes","No",,"Daily Noon-11 p.m.
",,,,"https://www.instagram.com/cornersocial/","Restaurant/Bar","yes","yes",,"2020-10-12","2020-06-15T20:53:30.000Z",,"Anahi Angelone opened the bar Corner Social in 2012 after managing Irish bars downtown for a decade. Two years later Corner Social was so successful that she opened a restaurant, Angel of Harlem. Both are profitable. In the summer she and her partners, including former Time Warner CEO Richard Parsons, took over The Cecil Steakhouse as well as Minton’s Playhouse, the adjoining restaurant and venue that had closed in 2016.",,,
"Crepe Master",3519,"Restaurant","646-559-9224","https://www.crepemasternyc.com/","Restaurants/Bars",40.802954,-73.951265,"139 West 116th Street, New York, NY 10026 ","Open","Yes","Yes","GRUBHUB, POSTMATES, UBER EATS
","Sunday-Tuesday 11am-6pm, Wednesday-Friday 11am-8pm, Saturday 10am-9pm
","### [GRUBHUB](https://www.grubhub.com/restaurant/crepe-master-139-w-116th-st-new-york/697390?gclid=EAIaIQobChMIr_DKp-qk6AIVCWKGCh3h9Qq0EAAYAiAAEgLqGvD_BwE&gclsrc=aw.ds), [POSTMATES](https://postmates.com/merchant/crepe-master-new-york-1), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/crepe-master-116th-st/GrfyhCsuQmqb9H5ShndAww)

",true,true,"https://www.instagram.com/crepemasternyc/","Restaurant/Bar","no","no","### [GRUBHUB](https://www.grubhub.com/restaurant/crepe-master-139-w-116th-st-new-york/697390?gclid=EAIaIQobChMIr_DKp-qk6AIVCWKGCh3h9Qq0EAAYAiAAEgLqGvD_BwE&gclsrc=aw.ds), [POSTMATES](https://postmates.com/merchant/crepe-master-new-york-1), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/crepe-master-116th-st/GrfyhCsuQmqb9H5ShndAww)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Cuchifritos",3520,"UGC website","212-876-4846",,"Restaurants/Bars",40.798045,-73.940997,"168 East 116th Street, New York, NY 10029","Open","Yes","No",,"Wednesday - Monday 11 a.m.-7 p.m
",,true,,,"Restaurant/Bar","no","n/a",,"2020-10-13","2020-06-15T20:53:30.000Z",,,,,
"Dear Mama Coffee",3521,"UGC website","929-279-2225","https://order.dearmamacoffee.com/","Restaurants/Bars",40.792214,-73.940676,"308 East 109th Street, New York, NY 10029 ","Open","Yes","Yes","in house, now offering the dear mama market selling grocery staples such as eggs, milk, fruit, pasta, alcohol, toilet paper, masks & gloves, plus order-ahead roast chickens and chocolate-chip cookie dough; also sponsoring a buy-a-meal-for-a-neighbor where you can donate a meal for a neighbor in need or coffee for a frontline worker
","Daily 7 a.m.-9 p.m.
","### [IN-HOUSE](https://www.toasttab.com/dearmamawestharlem/v2/online-order#!/), [GRUBHUB](https://www.grubhub.com/restaurant/dear-mama-coffee-611-w-129th-street-new-york/2035400), [POSTMATES](https://postmates.com/merchant/dear-mama-new-york-33569), [DOORDASH](https://www.doordash.com/store/dear-mama-coffe-new-york-355161/en-US), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/dear-mama-coffee-west-harlem/FPq-cCUKRhiuwKuXTQisJQ)

",,,"https://www.instagram.com/dearmamanyc/","Restaurant/Bar","yes","no","### [IN-HOUSE](https://www.toasttab.com/dearmamawestharlem/v2/online-order#!/), [GRUBHUB](https://www.grubhub.com/restaurant/dear-mama-coffee-611-w-129th-street-new-york/2035400), [POSTMATES](https://postmates.com/merchant/dear-mama-new-york-33569), [DOORDASH](https://www.doordash.com/store/dear-mama-coffe-new-york-355161/en-US), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/dear-mama-coffee-west-harlem/FPq-cCUKRhiuwKuXTQisJQ)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Dear Mama Coffee",3522,"Ayana H","716-727-2854","https://www.dearmamacoffee.com/","Restaurants/Bars",40.816993,-73.958486,"611 West 129th Street, New York, NY 10027 ","Open","Yes","Yes","in-house, grubhub, postmates, doordash, uber eats; sponsoring a buy-a-meal-for-a-neighbor where you can donate a meal for a neighbor in need or coffee for a frontline worker, plus now offering the dear mama market selling grocery staples such as eggs, milk, fruit, pasta, alcohol, toilet paper, masks & gloves
","Monday-Friday 8 a.m.-9 p.m., Saturday-Sunday 10 a.m.-9 p.m.
","### [IN-HOUSE](https://www.toasttab.com/dearmamaeastharlem/v3#!/), [GRUBHUB](https://www.grubhub.com/restaurant/dear-mama-coffee-308-e-109th-street-new-york/2034958), [DOORDASH](https://www.doordash.com/store/dear-mama-coffe-new-york-355161/en-US), [POSTMATES](https://postmates.com/merchant/dear-mama-new-york), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/dear-mama-coffee-east-harlem/_o9n49yzTw-bx6LqInk-Hw?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMlRyZSUyME90dG8lMjIlMkMlMjJyZWZlcmVuY2UlMjIlM0ElMjJmMzVkNzM0MC04YTMyLTllODQtMTliNy0zYWRhZjM4MWE2ZGQlMjIlMkMlMjJyZWZlcmVuY2VUeXBlJTIyJTNBJTIydWJlcl9wbGFjZXMlMjIlMkMlMjJsYXRpdHVkZSUyMiUzQTQwLjc4ODI1JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTczLjk1MzQyJTdE)

",,,"https://www.instagram.com/dearmamanyc/","Restaurant/Bar","yes","no","### [IN-HOUSE](https://www.toasttab.com/dearmamaeastharlem/v3#!/), [GRUBHUB](https://www.grubhub.com/restaurant/dear-mama-coffee-308-e-109th-street-new-york/2034958), [DOORDASH](https://www.doordash.com/store/dear-mama-coffe-new-york-355161/en-US), [POSTMATES](https://postmates.com/merchant/dear-mama-new-york), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/dear-mama-coffee-east-harlem/_o9n49yzTw-bx6LqInk-Hw?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMlRyZSUyME90dG8lMjIlMkMlMjJyZWZlcmVuY2UlMjIlM0ElMjJmMzVkNzM0MC04YTMyLTllODQtMTliNy0zYWRhZjM4MWE2ZGQlMjIlMkMlMjJyZWZlcmVuY2VUeXBlJTIyJTNBJTIydWJlcl9wbGFjZXMlMjIlMkMlMjJsYXRpdHVkZSUyMiUzQTQwLjc4ODI1JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTczLjk1MzQyJTdE)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Dinosaur BBQ",3523,"UGC website","212-694-1777","https://www.dinosaurbarbque.com/","Restaurants/Bars",40.818002,-73.960985,"700 West 125th Street, New York, NY 10027 ","Open","Yes","Yes","doordash
","Monday-Tuesday 4-9 p.m., Wednesday-Thursday Noon-9 p.m., Friday-Saturday Noon-10 p.m., Sunday Noon-9 p.m.
","### [DOORDASH](https://www.doordash.com/store/dinosaur-bar-b-que-new-york-133980/en-US?utm_campaign=133980&utm_medium=website&utm_source=partner-link)

",,,"https://www.instagram.com/dinosaur_bbq/","Restaurant/Bar","yes","yes","### [DOORDASH](https://www.doordash.com/store/dinosaur-bar-b-que-new-york-133980/en-US?utm_campaign=133980&utm_medium=website&utm_source=partner-link)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
